"mean_squared_error","validation/eval/mean_squared_error","mean_absolute_error","round_time_in_seconds","loss","round_num","eval/mean_squared_error","validation/eval/mean_absolute_error","validation/eval/loss","stat/num_examples","validation/stat/num_examples","eval/loss","validation/validation_time_in_seconds","eval/mean_absolute_error"
"",0.25315096974372864,"","","",0.0,"",0.48311302065849304,0.25315096974372864,"",77483.0,"",158.54024004936218,""
0.17826421558856964,0.25315093994140625,0.4021487832069397,60.687573194503784,0.17826421558856964,1.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",123.08976411819458,""
0.1806984394788742,0.25315093994140625,0.4053775370121002,7.987213373184204,0.1806984543800354,2.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.58099055290222,""
0.18268831074237823,0.25315093994140625,0.40735021233558655,7.968641519546509,0.18268831074237823,3.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",118.31838774681091,""
0.17192748188972473,0.25315093994140625,0.39463376998901367,8.697795867919922,0.17192749679088593,4.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.8090889453888,""
0.1833653450012207,0.25315093994140625,0.40863266587257385,7.207422494888306,0.1833653450012207,5.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",108.4326241016388,""
0.1891375184059143,0.25315093994140625,0.4155779480934143,7.531881809234619,0.1891375184059143,6.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.77880048751831,""
0.1766602098941803,0.25315093994140625,0.400387704372406,8.01185154914856,0.1766602098941803,7.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",113.31128525733948,""
0.17581064999103546,0.25315093994140625,0.3993791937828064,7.389497518539429,0.17581064999103546,8.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",103.15179300308228,""
0.17904552817344666,0.25315093994140625,0.4038451313972473,6.636195421218872,0.17904552817344666,9.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",73.7814085483551,""
0.1845419704914093,0.25315093994140625,0.4098202884197235,5.765736818313599,0.1845419704914093,10.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",97.61058902740479,""
0.18150289356708527,0.25315093994140625,0.40539422631263733,6.908758878707886,0.18150289356708527,11.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",91.17916750907898,""
0.18685032427310944,0.25315093994140625,0.4128817617893219,7.212235689163208,0.18685032427310944,12.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.33915829658508,""
0.18121173977851868,0.25315093994140625,0.40600472688674927,7.072454452514648,0.18121173977851868,13.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",113.51604151725769,""
0.17493566870689392,0.25315093994140625,0.39824002981185913,9.159482717514038,0.17493566870689392,14.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",117.11710858345032,""
0.16931787133216858,0.25315093994140625,0.39138686656951904,7.530812501907349,0.16931787133216858,15.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.42552995681763,""
0.18320536613464355,0.25315093994140625,0.408539742231369,7.8802642822265625,0.18320536613464355,16.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.32187819480896,""
0.1795065999031067,0.25315093994140625,0.404029905796051,7.42689323425293,0.1795065999031067,17.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",114.82999324798584,""
0.18637877702713013,0.25315093994140625,0.411675363779068,8.092613458633423,0.18637877702713013,18.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",113.0982894897461,""
0.17799746990203857,0.25315093994140625,0.4022011160850525,6.924688100814819,0.17799746990203857,19.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",107.31769871711731,""
0.19581696391105652,0.25315093994140625,0.4235667884349823,7.380981922149658,0.19581696391105652,20.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.4580888748169,""
0.17194432020187378,0.25315093994140625,0.3949715495109558,7.141415119171143,0.17194430530071259,21.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.5369803905487,""
0.17573538422584534,0.25315093994140625,0.3994698226451874,5.0196309089660645,0.17573538422584534,22.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",103.38055920600891,""
0.19460026919841766,0.25315093994140625,0.4220607280731201,6.3161070346832275,0.19460028409957886,23.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",105.10948371887207,""
0.17537376284599304,0.25315093994140625,0.39907583594322205,7.753676176071167,0.17537376284599304,24.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",112.84589648246765,""
0.17366339266300201,0.25315093994140625,0.3968208432197571,9.829279661178589,0.17366339266300201,25.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",112.88189935684204,""
0.18205486238002777,0.25315093994140625,0.4072004556655884,7.268295764923096,0.18205486238002777,26.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",108.10104203224182,""
0.1775650829076767,0.25315093994140625,0.40125277638435364,8.048072099685669,0.1775650829076767,27.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",110.35062742233276,""
0.18994081020355225,0.25315093994140625,0.4163668155670166,7.5696306228637695,0.18994081020355225,28.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",116.44257879257202,""
0.17772342264652252,0.25315093994140625,0.4014239013195038,9.490786075592041,0.17772342264652252,29.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",108.45183944702148,""
0.1695268750190735,0.25315093994140625,0.39183810353279114,7.58326530456543,0.1695268750190735,30.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",108.23088335990906,""
0.1958172619342804,0.25315093994140625,0.42333778738975525,7.524578809738159,0.1958172619342804,31.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",102.331787109375,""
0.18440960347652435,0.25315093994140625,0.4099184274673462,7.341947317123413,0.18440960347652435,32.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",105.20133948326111,""
0.19331452250480652,0.25315093994140625,0.42016908526420593,6.154931545257568,0.19331452250480652,33.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",80.53856110572815,""
0.19099359214305878,0.25315093994140625,0.417884886264801,4.908797740936279,0.19099359214305878,34.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",96.95209789276123,""
0.1801568567752838,0.25315093994140625,0.40506789088249207,6.361997842788696,0.1801568567752838,35.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",112.22344636917114,""
0.1868375986814499,0.25315093994140625,0.41291308403015137,8.577967643737793,0.1868375986814499,36.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",110.74269104003906,""
0.17857298254966736,0.25315093994140625,0.4031025469303131,7.643169403076172,0.17857298254966736,37.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.50813937187195,""
0.18157075345516205,0.25315093994140625,0.40680670738220215,8.365581512451172,0.18157075345516205,38.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",113.51339483261108,""
0.1815524697303772,0.25315093994140625,0.4057920277118683,11.315839529037476,0.1815524846315384,39.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",115.11766934394836,""
0.17214682698249817,0.25315093994140625,0.39494916796684265,6.69559121131897,0.17214682698249817,40.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",110.94653129577637,""
0.17715740203857422,0.25315093994140625,0.401231974363327,6.833909749984741,0.17715740203857422,41.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.92048621177673,""
0.18071073293685913,0.25315093994140625,0.40526282787323,7.829015731811523,0.18071073293685913,42.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",113.85801458358765,""
0.16675595939159393,0.25315093994140625,0.3882729113101959,8.354158401489258,0.16675595939159393,43.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",115.22363543510437,""
0.17783798277378082,0.25315093994140625,0.4017011821269989,8.364344358444214,0.17783796787261963,44.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",110.9346854686737,""
0.17780925333499908,0.25315093994140625,0.4015961289405823,7.2467546463012695,0.17780925333499908,45.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",103.576904296875,""
0.19103406369686127,0.25315093994140625,0.4178909659385681,6.116497039794922,0.19103406369686127,46.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",110.17848706245422,""
0.19427809119224548,0.25315093994140625,0.4218456745147705,7.785327911376953,0.19427809119224548,47.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",99.50468611717224,""
0.1850854754447937,0.25315093994140625,0.41022008657455444,6.912644147872925,0.1850854754447937,48.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.13797235488892,""
0.18213802576065063,0.25315093994140625,0.40696242451667786,7.672447919845581,0.18213802576065063,49.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.8880078792572,""
0.1726357638835907,0.25315093994140625,0.3959638476371765,8.618507862091064,0.1726357638835907,50.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",112.89178609848022,""
0.18869620561599731,0.25315093994140625,0.4146803021430969,6.960447788238525,0.18869620561599731,51.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",112.30780339241028,""
0.17358183860778809,0.25315093994140625,0.3967379033565521,8.05980372428894,0.17358183860778809,52.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.27313303947449,""
0.180852472782135,0.25315093994140625,0.4054470658302307,9.18808388710022,0.180852472782135,53.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.95887780189514,""
0.17708264291286469,0.25315093994140625,0.4009031057357788,7.877926588058472,0.17708264291286469,54.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",101.64073371887207,""
0.1696387082338333,0.25315093994140625,0.3917720913887024,7.300767183303833,0.1696387082338333,55.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",101.52047491073608,""
0.19010232388973236,0.25315093994140625,0.4170207381248474,6.726380825042725,0.19010232388973236,56.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",112.4241213798523,""
0.16630224883556366,0.25315093994140625,0.3879186511039734,8.151099920272827,0.16630224883556366,57.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.34517765045166,""
0.17809802293777466,0.25315093994140625,0.4020729660987854,6.552667856216431,0.17809802293777466,58.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",104.7387580871582,""
0.18466177582740784,0.25315093994140625,0.4101957082748413,7.036807060241699,0.18466177582740784,59.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",102.58319115638733,""
0.17669479548931122,0.25315093994140625,0.40064266324043274,6.3137524127960205,0.17669479548931122,60.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",113.83368563652039,""
0.18929696083068848,0.25315093994140625,0.41584497690200806,8.814860582351685,0.18929696083068848,61.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",113.17508482933044,""
0.18540124595165253,0.25315093994140625,0.411257266998291,8.494195699691772,0.18540124595165253,62.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.50923824310303,""
0.17510980367660522,0.25315093994140625,0.3990895450115204,7.2940757274627686,0.17510980367660522,63.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.1610095500946,""
0.18193458020687103,0.25315093994140625,0.4068125784397125,8.122832775115967,0.18193458020687103,64.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",115.04236102104187,""
0.17839111387729645,0.25315093994140625,0.4023914337158203,8.164246082305908,0.17839111387729645,65.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.48452115058899,""
0.1830887794494629,0.25315093994140625,0.40770578384399414,7.676384210586548,0.1830887794494629,66.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.88643264770508,""
0.18455296754837036,0.25315093994140625,0.41010838747024536,8.887561798095703,0.18455296754837036,67.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",112.7173900604248,""
0.1886260062456131,0.25315093994140625,0.41494184732437134,8.315768003463745,0.18862603604793549,68.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.84828495979309,""
0.1787554919719696,0.25315093994140625,0.4029631018638611,8.64080286026001,0.1787554919719696,69.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.10960245132446,""
0.19090868532657623,0.25315093994140625,0.4171585142612457,7.933443546295166,0.19090868532657623,70.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",106.91371703147888,""
0.18496868014335632,0.25315093994140625,0.4102614223957062,7.608966112136841,0.18496868014335632,71.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.1006236076355,""
0.18681687116622925,0.25315093994140625,0.4125504791736603,6.446349620819092,0.18681687116622925,72.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",102.37998819351196,""
0.18260954320430756,0.25315093994140625,0.40757277607917786,7.590673446655273,0.18260954320430756,73.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.12975835800171,""
0.17953696846961975,0.25315093994140625,0.4039529263973236,7.035916090011597,0.17953696846961975,74.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",112.482666015625,""
0.1852770298719406,0.25315093994140625,0.410495400428772,6.663547515869141,0.1852770298719406,75.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",105.05000615119934,""
0.18660351634025574,0.25315093994140625,0.41255372762680054,7.032308340072632,0.18660351634025574,76.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",100.69713735580444,""
0.18725058436393738,0.25315093994140625,0.4131462275981903,7.216789484024048,0.18725058436393738,77.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",106.0799343585968,""
0.17810209095478058,0.25315093994140625,0.40167078375816345,8.884486436843872,0.17810209095478058,78.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",117.69348168373108,""
0.17638644576072693,0.25315093994140625,0.40041711926460266,9.214871168136597,0.17638644576072693,79.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.61147856712341,""
0.17200666666030884,0.25315093994140625,0.39540910720825195,8.348159790039062,0.17200666666030884,80.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",108.77497863769531,""
0.180110901594162,0.25315093994140625,0.40475863218307495,7.693320274353027,0.180110901594162,81.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",112.7977921962738,""
0.18673157691955566,0.25315093994140625,0.412475049495697,10.038753271102905,0.18673157691955566,82.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",105.85010266304016,""
0.18608444929122925,0.25315093994140625,0.4116057753562927,6.902848243713379,0.18608444929122925,83.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",103.37770247459412,""
0.17874078452587128,0.25315093994140625,0.4024561643600464,7.363546848297119,0.17874078452587128,84.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",106.56527590751648,""
0.19066749513149261,0.25315093994140625,0.41728153824806213,7.616182088851929,0.19066749513149261,85.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",117.70781111717224,""
0.18533839285373688,0.25315093994140625,0.4110337793827057,8.249873161315918,0.18533839285373688,86.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.64148879051208,""
0.19047021865844727,0.25315093994140625,0.41707706451416016,8.025238752365112,0.19047021865844727,87.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.9588212966919,""
0.1939426213502884,0.25315093994140625,0.42153114080429077,7.923296213150024,0.1939426213502884,88.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",112.95661187171936,""
0.17009925842285156,0.25315093994140625,0.3921240568161011,9.569955825805664,0.17009925842285156,89.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",115.29890584945679,""
0.16818250715732574,0.25315093994140625,0.39055219292640686,6.847100734710693,0.16818250715732574,90.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.70885968208313,""
0.1917790323495865,0.25315093994140625,0.41856396198272705,8.585962533950806,0.1917790323495865,91.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",114.44960451126099,""
0.182305246591568,0.25315093994140625,0.4069923162460327,7.672943115234375,0.182305246591568,92.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.89372086524963,""
0.16861048340797424,0.25315093994140625,0.390930712223053,8.742380380630493,0.16861048340797424,93.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",113.30691981315613,""
0.1743607372045517,0.25315093994140625,0.39766836166381836,8.77655291557312,0.1743607372045517,94.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",109.20601058006287,""
0.16991019248962402,0.25315093994140625,0.392393559217453,6.91645622253418,0.16991019248962402,95.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",101.53542232513428,""
0.17106063663959503,0.25315093994140625,0.3941909372806549,7.57829475402832,0.17106063663959503,96.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",102.86239051818848,""
0.18518421053886414,0.25315093994140625,0.41039857268333435,4.452493190765381,0.18518421053886414,97.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",101.43153643608093,""
0.18283885717391968,0.25315093994140625,0.4081026017665863,7.433868169784546,0.18283885717391968,98.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",108.40273451805115,""
0.17865325510501862,0.25315093994140625,0.403524786233902,7.2516937255859375,0.17865325510501862,99.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",111.73392581939697,""
0.1917203962802887,0.25315093994140625,0.41875237226486206,7.891053199768066,0.1917203962802887,100.0,"",0.4831133186817169,0.25315093994140625,"",77483.0,"",112.37959218025208,""
"","","","","",101,0.25315117835998535,"","",77483,"",0.25315117835998535,"",0.48311272263526917
